2509.654, 821.4803, 812.2837, 9662.15, 9403.958, 3229.171, 1367.776, 8189.873, 1304.863, 667.5911, 9576.481, 9305.005, 9420.925, 9575.16, 7292.809, 829.0262, 565.0491, 1000.144,2824.37, 1006.65, 732.4362, 8416.369, 9034.756, 3523.319, 1726.852, 7111.21, 807.0679, 1450.981, 8803.115, 8085.978, 8436.804, 8733.722, 7908.881, 814.5512, 791.0455, 703.1442, 0
2372.413, 821.9305, 843.4962, 9649.19, 9492.955, 3186.027, 1360.628, 8208.641, 1268.286, 599.6796, 9596.701, 9371.238, 9431.807, 9618.114, 7294.859, 837.8918, 561.7976, 1033.226,2911.727, 965.7748, 717.2704, 8358.062, 9167.723, 3479.717, 1720.471, 7040.362, 914.9953, 1416.829, 8798.587, 8083.878, 8448.022, 8749.761, 7941.279, 811.8522, 786.604, 712.4366, 0
2365.73, 813.0096, 866.8793, 9670.924, 9508.471, 3179.211, 1346.473, 8236.977, 1261.814, 565.1599, 9587.76, 9348.432, 9419.191, 9601.96, 7286.185, 834.3217, 567.087, 1027.936,2894.888, 950.1875, 720.246, 8317.276, 9158.763, 3476.164, 1720.005, 7012.134, 924.2522, 1440.981, 8785.439, 8077.494, 8433.896, 8741.5, 7932.427, 813.3201, 787.666, 704.1349, 0
2339.263, 823.8032, 873.4744, 9677.408, 9512.551, 3178.409, 1351.727, 8270.715, 1283.316, 552.7216, 9596.492, 9351.819, 9417.687, 9613.183, 7290.125, 836.2177, 564.1527, 1047.412,2872.269, 905.9615, 737.7111, 8038.067, 9058.74, 3466.831, 1704.45, 6948.611, 967.8982, 1453.875, 8784.083, 8079.543, 8440.444, 8742.396, 7924.22, 809.3352, 782.4586, 708.9341, 0
2367.51, 823.5747, 871.5913, 9704.093, 9523.09, 3171.317, 1347.643, 8275.613, 1278.983, 540.0128, 9587.914, 9342.845, 9418.832, 9619.213, 7298.653, 833.7206, 559.2642, 1047.95,2877.944, 923.4073, 733.4472, 8233.025, 9166.534, 3451.092, 1736.925, 6951.978, 980.8226, 1452.317, 8787.915, 8086.167, 8437.925, 8737.624, 7930.266, 811.8234, 783.4177, 704.5457, 0
2393.027, 797.9893, 843.7103, 9710.017, 9475.746, 3141.198, 1319.594, 8282.224, 1318.835, 560.0381, 9610.839, 9336.536, 9453.117, 9613.521, 7243.131, 851.8073, 548.5739, 1034.756,2836.375, 912.0149, 717.1901, 8109.942, 9088.351, 3476.396, 1740.246, 6837.359, 988.1813, 1471.49, 8782.208, 8090.753, 8437.719, 8741.089, 7912.961, 803.7828, 787.2122, 698.797, 0
2380.981, 785.5612, 873.4633, 9671.451, 9490.854, 3133.54, 1300.987, 8302.299, 1301.07, 543.7281, 9622.086, 9349.837, 9464.129, 9627.764, 7220.498, 858.3688, 543.5525, 1047.786,2917.395, 895.5206, 723.8522, 8066.409, 9180.988, 3477.169, 1714.927, 6780.624, 1125.097, 1456.543, 8794.118, 8098.506, 8458.183, 8763.864, 7917.998, 795.3991, 792.1501, 714.3542, 0
2398.234, 769.1284, 920.4485, 9704.892, 9547.712, 3135.042, 1319.907, 8337.681, 1259.604, 548.4174, 9623.294, 9376.546, 9478.656, 9628.886, 7242.667, 851.6129, 545.7042, 1034.99,2992.934, 875.3499, 771.6638, 7379.463, 9197.104, 3427.851, 1597.762, 6320.076, 1627.417, 1396.274, 8771.426, 8077.959, 8462.522, 8772.392, 7990.427, 780.1704, 814.2675, 727.8884, 0
2473.743, 735.4114, 913.6373, 9685.399, 9609.101, 3102.559, 1315.036, 8294.873, 1171.034, 503.2798, 9566.54, 9333.232, 9421.692, 9613.96, 7287.975, 824.7813, 556.906, 1035.841,2920.543, 849.8299, 914.8772, 7419.532, 9144.354, 3423.493, 1629.154, 6462.183, 1567.605, 1427.317, 8791.142, 8100.618, 8477.828, 8784.698, 7953.875, 779.901, 801.3422, 728.4799, 0
2402.614, 668.8571, 815.5083, 9732.603, 9701.228, 3147.458, 1351.079, 8222.856, 1123.019, 470.1869, 9592.928, 9357.189, 9423.035, 9623.086, 7242.396, 837.512, 551.2859, 1021.479,2952.362, 857.1462, 825.3117, 8142.862, 9349.938, 3417.928, 1589.374, 6729.631, 1416.009, 1424.669, 8810.036, 8110.498, 8463.945, 8766.866, 7925.904, 810.7276, 784.0449, 715.5912, 0
